Age,Gender,SkinType,HairType,Budget,Concern,Rating,RecommendedService
22,Female,Sensitive,Thinning,1500,Dullness,3.5,Scalp Treatment
49,Female,Combination,Wavy,500,Dullness,3.0,Vitamin C Glow Facial
33,Female,Normal,Straight,1500,Dullness,3.5,Vitamin C Glow Facial
29,Male,Combination,Wavy,3000,Dandruff,4.5,Anti-Dandruff Spa
60,Female,Oily,Thinning,1500,Dandruff,3.5,Deep Cleansing Facial
53,Male,Combination,Curly,1500,Hair Fall,3.0,Scalp Treatment
45,Non-binary,Normal,Straight,3000,Aging,4.0,Gold Glow Therapy
48,Female,Combination,Curly,10000,Hair Fall,4.0,Advanced Hair Spa
32,Female,Oily,Coily,1000,Dandruff,3.5,Deep Cleansing Facial
24,Female,Dry,Wavy,2000,Hair Fall,4.5,Advanced Hair Spa
26,Male,Combination,Coily,1500,Dandruff,3.5,Keratin Therapy
34,Male,Dry,Coily,500,Pigmentation,4.0,Hair Spa
50,Non-binary,Sensitive,Coily,1000,Acne,5.0,Deep Cleansing Facial
21,Female,Dry,Straight,3000,Dullness,4.5,Hydrating Facial
33,Male,Normal,Curly,500,Dandruff,4.5,Hair Spa
37,Female,Combination,Thinning,10000,Pigmentation,5.0,Advanced Hair Spa
26,Male,Sensitive,Coily,1000,Frizz,3.0,Hair Spa
31,Female,Dry,Thinning,3000,Pigmentation,3.0,Advanced Hair Spa
40,Male,Oily,Curly,5000,Aging,3.0,Chemical Peel Treatment
56,Male,Sensitive,Curly,1500,Acne,3.5,Deep Cleansing Facial
64,Female,Dry,Curly,1000,Dandruff,4.0,Hair Spa
46,Female,Dry,Thinning,3000,Acne,3.0,Chemical Peel Treatment
36,Female,Combination,Curly,1000,Acne,5.0,Deep Cleansing Facial
30,Female,Dry,Coily,3000,Hair Fall,3.5,Advanced Hair Spa
23,Male,Dry,Thinning,2000,Dandruff,3.0,Advanced Hair Spa
24,Female,Sensitive,Wavy,5000,Pigmentation,3.0,De-Tan Treatment
47,Female,Sensitive,Curly,10000,Acne,4.5,Chemical Peel Treatment
28,Female,Sensitive,Wavy,5000,Pigmentation,3.0,De-Tan Treatment
64,Female,Dry,Thinning,1000,Aging,3.0,Anti-Aging Facial
33,Female,Oily,Curly,2000,Aging,4.5,Chemical Peel Treatment
48,Female,Oily,Curly,1000,Pigmentation,5.0,Deep Cleansing Facial
49,Female,Combination,Curly,10000,Pigmentation,5.0,Keratin Therapy
23,Female,Dry,Straight,1500,Hair Fall,4.0,Scalp Treatment
29,Female,Sensitive,Thinning,1000,Pigmentation,4.5,Scalp Treatment
20,Male,Combination,Curly,500,Aging,5.0,Anti-Aging Facial
43,Female,Sensitive,Straight,1000,Frizz,3.0,Hair Spa
56,Male,Dry,Curly,2000,Frizz,4.5,Keratin Therapy
37,Female,Normal,Wavy,1000,Dullness,4.5,Vitamin C Glow Facial
24,Female,Dry,Thinning,5000,Aging,4.5,Gold Glow Therapy
21,Male,Combination,Straight,1000,Aging,4.0,Anti-Aging Facial
24,Female,Dry,Wavy,500,Acne,3.5,Deep Cleansing Facial
53,Female,Dry,Wavy,500,Dullness,5.0,Hydrating Facial
61,Male,Sensitive,Thinning,500,Frizz,4.5,Scalp Treatment
18,Female,Normal,Straight,5000,Frizz,4.5,Keratin Therapy
42,Female,Sensitive,Thinning,3000,Frizz,4.0,Advanced Hair Spa
45,Female,Oily,Straight,500,Hair Fall,3.5,Deep Cleansing Facial
62,Male,Oily,Coily,500,Dandruff,3.0,Deep Cleansing Facial
35,Female,Oily,Thinning,10000,Pigmentation,4.0,Chemical Peel Treatment
31,Female,Normal,Curly,500,Dullness,3.0,Hair Spa
55,Male,Normal,Curly,10000,Frizz,4.0,Keratin Therapy
41,Female,Sensitive,Wavy,3000,Dandruff,4.0,Anti-Dandruff Spa
25,Female,Sensitive,Coily,2000,Acne,3.5,Chemical Peel Treatment
64,Female,Oily,Thinning,3000,Dandruff,3.5,Chemical Peel Treatment
33,Female,Sensitive,Straight,1000,Frizz,4.5,Hair Spa
42,Male,Sensitive,Thinning,1000,Acne,4.0,Deep Cleansing Facial
31,Female,Dry,Thinning,10000,Dullness,5.0,Advanced Hair Spa
36,Male,Oily,Wavy,5000,Aging,3.5,Chemical Peel Treatment
63,Male,Combination,Coily,500,Hair Fall,4.0,Scalp Treatment
42,Female,Sensitive,Wavy,5000,Aging,3.0,Gold Glow Therapy
61,Female,Sensitive,Coily,10000,Acne,4.0,Chemical Peel Treatment
60,Female,Dry,Curly,3000,Aging,3.0,Gold Glow Therapy
52,Male,Dry,Coily,1500,Dandruff,3.0,Keratin Therapy
42,Female,Normal,Thinning,2000,Pigmentation,5.0,Advanced Hair Spa
19,Female,Normal,Thinning,10000,Aging,3.0,Anti-Dandruff Spa
32,Female,Normal,Wavy,2000,Frizz,3.5,Keratin Therapy
23,Male,Normal,Wavy,5000,Aging,5.0,Gold Glow Therapy
59,Female,Oily,Coily,1500,Pigmentation,3.5,Deep Cleansing Facial
20,Male,Oily,Coily,5000,Frizz,3.5,Chemical Peel Treatment
23,Female,Dry,Wavy,3000,Aging,4.0,Gold Glow Therapy
51,Female,Oily,Thinning,500,Dandruff,5.0,Deep Cleansing Facial
43,Female,Sensitive,Curly,5000,Dandruff,5.0,Keratin Therapy
64,Female,Combination,Thinning,2000,Hair Fall,5.0,Advanced Hair Spa
57,Female,Combination,Wavy,10000,Aging,3.0,Gold Glow Therapy
25,Female,Sensitive,Curly,2000,Hair Fall,5.0,Advanced Hair Spa
53,Female,Oily,Straight,2000,Acne,4.5,Chemical Peel Treatment
61,Male,Combination,Coily,10000,Aging,3.0,Gold Glow Therapy
30,Male,Dry,Thinning,2000,Hair Fall,4.0,Advanced Hair Spa
29,Male,Sensitive,Straight,2000,Pigmentation,4.0,De-Tan Treatment
31,Female,Normal,Thinning,500,Acne,5.0,Deep Cleansing Facial
31,Female,Normal,Thinning,3000,Acne,4.5,Chemical Peel Treatment
28,Female,Oily,Wavy,5000,Dullness,3.0,Chemical Peel Treatment
45,Non-binary,Combination,Wavy,10000,Frizz,3.5,Keratin Therapy
32,Male,Dry,Coily,500,Dullness,3.5,Hair Spa
57,Male,Combination,Curly,3000,Acne,3.0,Chemical Peel Treatment
56,Male,Dry,Coily,5000,Aging,5.0,Gold Glow Therapy
36,Female,Combination,Thinning,1000,Hair Fall,4.5,Scalp Treatment
33,Female,Normal,Thinning,10000,Dullness,3.0,Advanced Hair Spa
35,Non-binary,Dry,Thinning,5000,Aging,3.5,Gold Glow Therapy
39,Female,Combination,Straight,10000,Pigmentation,3.5,De-Tan Treatment
22,Female,Combination,Coily,10000,Dandruff,3.5,Keratin Therapy
24,Male,Dry,Wavy,2000,Dullness,3.0,Hydrating Facial
52,Female,Normal,Thinning,1500,Hair Fall,4.0,Scalp Treatment
31,Male,Normal,Curly,1500,Aging,3.0,Anti-Aging Facial
31,Male,Normal,Wavy,500,Dullness,4.5,Vitamin C Glow Facial
51,Female,Combination,Thinning,500,Frizz,5.0,Scalp Treatment
60,Female,Normal,Thinning,2000,Aging,4.0,Anti-Aging Facial
20,Female,Normal,Thinning,10000,Aging,3.0,Gold Glow Therapy
58,Male,Dry,Curly,5000,Dullness,3.0,Keratin Therapy
50,Female,Dry,Wavy,3000,Dandruff,3.5,Anti-Dandruff Spa
46,Female,Dry,Straight,2000,Frizz,3.5,Keratin Therapy
18,Male,Dry,Curly,1000,Frizz,3.5,Hair Spa
35,Female,Normal,Thinning,10000,Dullness,3.5,Advanced Hair Spa
21,Female,Dry,Wavy,5000,Aging,4.5,Gold Glow Therapy
18,Female,Normal,Straight,5000,Dullness,4.0,Vitamin C Glow Facial
28,Female,Normal,Curly,1000,Frizz,3.0,Hair Spa
35,Female,Combination,Straight,5000,Pigmentation,4.0,De-Tan Treatment
40,Male,Oily,Straight,5000,Frizz,5.0,Chemical Peel Treatment
22,Non-binary,Sensitive,Curly,500,Pigmentation,5.0,Hair Spa
37,Female,Dry,Thinning,3000,Pigmentation,3.0,Advanced Hair Spa
47,Female,Combination,Wavy,1500,Dullness,4.0,Vitamin C Glow Facial
61,Female,Oily,Thinning,10000,Aging,4.5,Chemical Peel Treatment
60,Male,Oily,Straight,5000,Aging,4.0,Chemical Peel Treatment
57,Female,Normal,Thinning,1000,Acne,3.5,Deep Cleansing Facial
42,Male,Sensitive,Thinning,5000,Dandruff,5.0,Advanced Hair Spa
28,Female,Dry,Wavy,3000,Dandruff,3.0,Anti-Dandruff Spa
23,Male,Normal,Wavy,3000,Frizz,3.0,Keratin Therapy
32,Male,Combination,Wavy,1500,Frizz,3.5,Keratin Therapy
42,Female,Dry,Thinning,5000,Aging,4.0,Gold Glow Therapy
30,Male,Normal,Thinning,3000,Aging,3.5,Gold Glow Therapy
48,Female,Normal,Coily,2000,Pigmentation,4.0,Keratin Therapy
50,Female,Combination,Curly,1000,Hair Fall,3.5,Scalp Treatment
29,Female,Normal,Wavy,3000,Hair Fall,4.0,Chemical Peel Treatment
31,Female,Oily,Thinning,10000,Hair Fall,3.5,Chemical Peel Treatment
53,Female,Normal,Thinning,1500,Pigmentation,4.0,Scalp Treatment
48,Male,Oily,Wavy,3000,Dandruff,5.0,Chemical Peel Treatment
45,Female,Dry,Curly,3000,Acne,4.5,Chemical Peel Treatment
20,Female,Oily,Thinning,3000,Aging,3.0,Hydrating Facial
55,Female,Dry,Thinning,3000,Dandruff,3.5,Advanced Hair Spa
36,Male,Normal,Coily,5000,Dandruff,5.0,Keratin Therapy
45,Female,Normal,Thinning,3000,Hair Fall,4.5,Vitamin C Glow Facial
24,Female,Oily,Coily,3000,Acne,3.0,Chemical Peel Treatment
57,Female,Oily,Straight,500,Dullness,3.5,Deep Cleansing Facial
34,Male,Sensitive,Straight,1500,Dandruff,4.5,Anti-Dandruff Spa
44,Female,Combination,Straight,5000,Hair Fall,3.0,Advanced Hair Spa
50,Female,Oily,Straight,2000,Dandruff,4.0,Chemical Peel Treatment
64,Female,Dry,Curly,5000,Aging,4.0,Gold Glow Therapy
58,Non-binary,Normal,Thinning,1500,Acne,4.0,Deep Cleansing Facial
19,Female,Sensitive,Coily,10000,Frizz,5.0,Keratin Therapy
32,Female,Combination,Straight,1000,Dullness,4.0,Vitamin C Glow Facial
53,Female,Sensitive,Thinning,3000,Aging,4.0,Gold Glow Therapy
25,Female,Oily,Wavy,1500,Acne,3.5,Deep Cleansing Facial
63,Non-binary,Sensitive,Wavy,10000,Dandruff,4.0,Anti-Dandruff Spa
22,Female,Dry,Thinning,5000,Hair Fall,5.0,Advanced Hair Spa
44,Male,Oily,Coily,1000,Hair Fall,5.0,Deep Cleansing Facial
19,Male,Oily,Straight,10000,Acne,3.5,Chemical Peel Treatment
54,Female,Combination,Straight,10000,Pigmentation,3.5,Chemical Peel Treatment
59,Male,Combination,Wavy,10000,Frizz,4.5,Keratin Therapy
51,Female,Sensitive,Straight,1000,Dandruff,4.0,Anti-Dandruff Spa
21,Male,Sensitive,Wavy,1500,Hair Fall,4.0,Scalp Treatment
56,Female,Normal,Thinning,2000,Frizz,3.5,Advanced Hair Spa
52,Female,Dry,Wavy,1000,Hair Fall,4.5,Scalp Treatment
23,Female,Oily,Coily,1000,Dullness,3.0,Deep Cleansing Facial
37,Female,Combination,Coily,2000,Dandruff,3.5,Keratin Therapy
26,Female,Sensitive,Coily,3000,Hair Fall,3.0,Advanced Hair Spa
53,Male,Normal,Coily,10000,Dandruff,4.0,Keratin Therapy
41,Female,Combination,Wavy,1500,Dullness,5.0,Vitamin C Glow Facial
26,Female,Dry,Coily,5000,Dandruff,4.0,Keratin Therapy
19,Non-binary,Dry,Coily,2000,Dandruff,4.5,Keratin Therapy
36,Female,Dry,Straight,10000,Dandruff,4.5,Anti-Dandruff Spa
23,Female,Sensitive,Curly,1000,Hair Fall,3.0,Scalp Treatment
48,Male,Dry,Straight,3000,Pigmentation,3.0,Hydrating Facial
59,Male,Normal,Curly,5000,Acne,4.5,Chemical Peel Treatment
40,Male,Dry,Wavy,5000,Hair Fall,4.0,Advanced Hair Spa
51,Non-binary,Combination,Coily,1500,Aging,4.0,Anti-Aging Facial
30,Male,Dry,Coily,2000,Acne,3.0,Chemical Peel Treatment
20,Female,Oily,Thinning,5000,Acne,3.0,Chemical Peel Treatment
33,Male,Normal,Curly,10000,Dandruff,3.0,Keratin Therapy
62,Male,Normal,Thinning,3000,Frizz,4.5,Advanced Hair Spa
23,Female,Oily,Curly,3000,Aging,4.5,Chemical Peel Treatment
35,Female,Oily,Curly,5000,Hair Fall,4.5,Chemical Peel Treatment
23,Female,Sensitive,Thinning,2000,Frizz,3.0,Advanced Hair Spa
47,Male,Sensitive,Coily,5000,Frizz,4.5,Keratin Therapy
27,Male,Oily,Curly,5000,Aging,4.0,Chemical Peel Treatment
56,Female,Oily,Thinning,5000,Pigmentation,3.0,Chemical Peel Treatment
28,Male,Dry,Straight,5000,Aging,5.0,Gold Glow Therapy
49,Female,Combination,Straight,1500,Hair Fall,4.5,Scalp Treatment
57,Female,Dry,Wavy,500,Hair Fall,3.0,Scalp Treatment
31,Male,Normal,Coily,2000,Acne,4.0,Chemical Peel Treatment
46,Male,Dry,Thinning,3000,Dullness,3.0,Advanced Hair Spa
64,Male,Combination,Wavy,1500,Dandruff,4.0,Anti-Dandruff Spa
26,Female,Combination,Thinning,1500,Hair Fall,3.0,Vitamin C Glow Facial
61,Female,Dry,Thinning,2000,Frizz,3.5,Advanced Hair Spa
23,Female,Sensitive,Coily,1500,Dullness,4.5,Keratin Therapy
24,Female,Dry,Curly,500,Pigmentation,3.5,Anti-Aging Facial
50,Female,Combination,Coily,10000,Hair Fall,5.0,Advanced Hair Spa
40,Female,Normal,Thinning,10000,Pigmentation,4.0,Advanced Hair Spa
62,Female,Normal,Thinning,1500,Hair Fall,5.0,Scalp Treatment
21,Male,Normal,Curly,5000,Frizz,3.0,Keratin Therapy
53,Non-binary,Combination,Curly,10000,Pigmentation,3.0,Keratin Therapy
40,Male,Dry,Wavy,3000,Aging,3.0,Gold Glow Therapy
37,Female,Normal,Straight,3000,Frizz,3.0,Keratin Therapy
30,Non-binary,Oily,Curly,10000,Dandruff,3.5,Chemical Peel Treatment
63,Female,Dry,Curly,1000,Acne,5.0,Deep Cleansing Facial
54,Female,Dry,Straight,10000,Pigmentation,3.0,Hydrating Facial
50,Female,Sensitive,Wavy,1500,Acne,3.0,Deep Cleansing Facial
43,Female,Dry,Straight,1500,Frizz,4.0,Keratin Therapy
21,Non-binary,Combination,Wavy,500,Aging,3.0,Anti-Aging Facial
36,Female,Sensitive,Thinning,500,Frizz,3.0,Scalp Treatment
57,Non-binary,Sensitive,Curly,3000,Pigmentation,4.0,Keratin Therapy
38,Female,Sensitive,Coily,1000,Frizz,4.0,Hair Spa
37,Female,Normal,Wavy,3000,Pigmentation,3.0,De-Tan Treatment
57,Male,Normal,Curly,1500,Aging,3.0,Anti-Aging Facial
61,Female,Normal,Straight,500,Dandruff,3.0,Anti-Dandruff Spa
42,Non-binary,Sensitive,Thinning,500,Acne,3.0,Deep Cleansing Facial
62,Male,Dry,Wavy,5000,Hair Fall,3.5,Advanced Hair Spa
25,Female,Dry,Coily,10000,Pigmentation,3.5,Keratin Therapy
23,Female,Sensitive,Curly,5000,Dandruff,3.5,Keratin Therapy
42,Male,Normal,Coily,1000,Acne,5.0,Deep Cleansing Facial
35,Female,Oily,Straight,500,Hair Fall,5.0,Deep Cleansing Facial
60,Male,Combination,Coily,1000,Dullness,3.5,Hair Spa
47,Female,Dry,Wavy,1000,Acne,3.0,Deep Cleansing Facial
60,Female,Combination,Thinning,1500,Pigmentation,4.5,Scalp Treatment
34,Male,Normal,Coily,500,Aging,5.0,Anti-Aging Facial
36,Female,Oily,Curly,5000,Pigmentation,3.0,Chemical Peel Treatment
27,Male,Normal,Coily,500,Dullness,4.5,Anti-Dandruff Spa
19,Female,Dry,Curly,500,Dandruff,4.0,Hair Spa
48,Female,Sensitive,Thinning,1500,Acne,5.0,Scalp Treatment
58,Female,Normal,Thinning,1500,Dandruff,4.5,Scalp Treatment
34,Female,Oily,Coily,1500,Frizz,4.0,Deep Cleansing Facial
26,Female,Normal,Coily,3000,Pigmentation,5.0,Keratin Therapy
42,Female,Normal,Thinning,10000,Aging,3.0,Gold Glow Therapy
60,Non-binary,Sensitive,Wavy,1000,Dullness,5.0,Scalp Treatment
24,Male,Dry,Thinning,2000,Acne,4.0,Chemical Peel Treatment
55,Female,Sensitive,Straight,10000,Pigmentation,5.0,Anti-Dandruff Spa
19,Female,Oily,Curly,10000,Pigmentation,5.0,Chemical Peel Treatment
38,Male,Normal,Wavy,5000,Pigmentation,4.0,De-Tan Treatment
55,Male,Oily,Curly,2000,Dullness,5.0,Chemical Peel Treatment
41,Female,Sensitive,Wavy,3000,Aging,5.0,Gold Glow Therapy
23,Non-binary,Sensitive,Coily,1000,Frizz,3.0,Hair Spa
39,Male,Dry,Coily,2000,Acne,5.0,Chemical Peel Treatment
50,Male,Sensitive,Thinning,5000,Dullness,4.5,Advanced Hair Spa
39,Female,Dry,Thinning,1000,Hair Fall,5.0,Scalp Treatment
28,Female,Dry,Thinning,500,Dullness,3.0,Scalp Treatment
27,Female,Dry,Straight,2000,Pigmentation,5.0,Hydrating Facial
52,Male,Sensitive,Coily,2000,Frizz,4.5,Keratin Therapy
57,Male,Combination,Curly,10000,Pigmentation,3.5,Keratin Therapy
35,Male,Normal,Curly,10000,Pigmentation,4.5,Keratin Therapy
23,Female,Dry,Straight,2000,Hair Fall,4.0,Advanced Hair Spa
63,Female,Dry,Thinning,5000,Pigmentation,4.5,Advanced Hair Spa
63,Female,Combination,Straight,5000,Acne,4.0,Chemical Peel Treatment
42,Female,Dry,Coily,2000,Hair Fall,3.0,Advanced Hair Spa
59,Female,Normal,Thinning,2000,Dandruff,4.0,Advanced Hair Spa
35,Female,Combination,Curly,500,Dullness,4.0,Hair Spa
45,Female,Oily,Thinning,2000,Dandruff,5.0,Chemical Peel Treatment
33,Male,Oily,Straight,3000,Aging,4.0,Chemical Peel Treatment
29,Female,Oily,Coily,10000,Aging,3.0,Chemical Peel Treatment
38,Female,Dry,Wavy,1500,Aging,3.5,Anti-Aging Facial
52,Male,Dry,Curly,10000,Frizz,5.0,Keratin Therapy
42,Female,Oily,Thinning,5000,Pigmentation,4.0,Chemical Peel Treatment
62,Female,Oily,Thinning,500,Hair Fall,3.0,Deep Cleansing Facial
30,Male,Normal,Straight,500,Dullness,4.0,Vitamin C Glow Facial
46,Male,Combination,Thinning,2000,Dandruff,4.5,Advanced Hair Spa
40,Female,Combination,Coily,500,Hair Fall,3.5,Scalp Treatment
43,Female,Sensitive,Coily,10000,Hair Fall,4.5,Advanced Hair Spa
26,Female,Oily,Curly,5000,Aging,4.5,Chemical Peel Treatment
37,Female,Oily,Straight,3000,Frizz,3.5,Chemical Peel Treatment
40,Female,Dry,Thinning,1500,Frizz,3.0,Scalp Treatment
23,Male,Combination,Curly,5000,Dullness,3.5,Keratin Therapy
19,Female,Sensitive,Curly,10000,Hair Fall,5.0,Advanced Hair Spa
28,Female,Sensitive,Curly,1000,Pigmentation,4.0,Hair Spa
59,Female,Combination,Coily,500,Dandruff,5.0,Hair Spa
19,Male,Combination,Straight,5000,Dullness,5.0,Vitamin C Glow Facial
24,Female,Oily,Coily,2000,Hair Fall,4.0,Chemical Peel Treatment
54,Female,Combination,Curly,500,Dullness,4.0,Hair Spa
28,Female,Oily,Coily,1500,Pigmentation,5.0,Deep Cleansing Facial
61,Male,Normal,Curly,5000,Pigmentation,4.5,Keratin Therapy
46,Female,Sensitive,Curly,3000,Acne,4.5,Anti-Aging Facial
37,Male,Combination,Wavy,5000,Dullness,4.0,Vitamin C Glow Facial
45,Female,Sensitive,Straight,1500,Dullness,4.5,Vitamin C Glow Facial
29,Non-binary,Oily,Thinning,1500,Dullness,5.0,Deep Cleansing Facial
21,Female,Dry,Curly,10000,Acne,4.0,Chemical Peel Treatment
55,Female,Oily,Straight,5000,Acne,3.0,Chemical Peel Treatment
39,Female,Sensitive,Coily,10000,Aging,4.0,Gold Glow Therapy
34,Female,Oily,Curly,5000,Pigmentation,4.5,Chemical Peel Treatment
40,Male,Sensitive,Thinning,1500,Dandruff,4.0,Scalp Treatment
39,Female,Sensitive,Curly,500,Dandruff,5.0,Hair Spa
59,Female,Dry,Thinning,5000,Hair Fall,3.5,Advanced Hair Spa
27,Female,Combination,Curly,3000,Acne,5.0,Chemical Peel Treatment
40,Female,Normal,Curly,10000,Dandruff,4.0,Keratin Therapy
24,Female,Sensitive,Straight,1000,Dullness,5.0,Vitamin C Glow Facial
34,Female,Oily,Wavy,2000,Aging,3.5,Chemical Peel Treatment
59,Male,Combination,Coily,500,Hair Fall,3.0,Scalp Treatment
34,Female,Normal,Coily,5000,Frizz,3.0,Keratin Therapy
49,Female,Sensitive,Wavy,1500,Acne,5.0,Deep Cleansing Facial
38,Female,Oily,Thinning,5000,Aging,4.5,Chemical Peel Treatment
41,Male,Sensitive,Straight,500,Dandruff,3.0,Anti-Dandruff Spa
42,Female,Oily,Coily,1500,Pigmentation,3.0,Deep Cleansing Facial
20,Male,Sensitive,Straight,2000,Dandruff,5.0,Anti-Dandruff Spa
35,Female,Sensitive,Thinning,2000,Frizz,5.0,Advanced Hair Spa
51,Female,Oily,Coily,5000,Aging,3.0,Chemical Peel Treatment
41,Female,Dry,Thinning,10000,Dullness,5.0,Advanced Hair Spa
43,Female,Combination,Wavy,10000,Dandruff,4.5,Anti-Dandruff Spa
41,Male,Combination,Thinning,3000,Dandruff,3.0,Advanced Hair Spa
47,Female,Normal,Thinning,1000,Hair Fall,3.0,Scalp Treatment
32,Male,Oily,Wavy,3000,Acne,3.0,Chemical Peel Treatment
21,Female,Combination,Wavy,2000,Frizz,4.0,Keratin Therapy
32,Female,Dry,Curly,2000,Frizz,5.0,Keratin Therapy
22,Non-binary,Combination,Thinning,500,Aging,3.0,Anti-Aging Facial
47,Female,Dry,Curly,10000,Frizz,4.5,Keratin Therapy
53,Male,Sensitive,Straight,3000,Aging,4.0,Gold Glow Therapy
60,Female,Sensitive,Thinning,1500,Frizz,3.0,Scalp Treatment
50,Male,Normal,Coily,2000,Pigmentation,3.0,Keratin Therapy
26,Female,Dry,Wavy,500,Hair Fall,3.5,Scalp Treatment
28,Male,Oily,Straight,3000,Dandruff,5.0,Chemical Peel Treatment
27,Male,Normal,Curly,2000,Dullness,4.0,Keratin Therapy
34,Female,Combination,Coily,1500,Frizz,3.5,Keratin Therapy
61,Male,Combination,Curly,500,Acne,5.0,Deep Cleansing Facial
62,Female,Combination,Straight,1000,Dandruff,4.5,Anti-Dandruff Spa
19,Female,Dry,Straight,1000,Pigmentation,5.0,Hydrating Facial
55,Female,Sensitive,Thinning,1500,Dullness,3.0,Scalp Treatment
35,Male,Oily,Curly,2000,Frizz,3.5,Chemical Peel Treatment
22,Female,Normal,Wavy,1000,Aging,4.0,Anti-Aging Facial
21,Male,Oily,Wavy,2000,Aging,5.0,Chemical Peel Treatment
42,Female,Oily,Thinning,2000,Dullness,4.5,Chemical Peel Treatment
47,Male,Oily,Thinning,500,Dandruff,4.5,Deep Cleansing Facial
52,Female,Sensitive,Coily,1000,Frizz,5.0,Hair Spa
48,Female,Sensitive,Straight,5000,Dandruff,3.5,Anti-Dandruff Spa
49,Female,Combination,Thinning,3000,Dullness,5.0,Advanced Hair Spa
21,Female,Oily,Thinning,2000,Dullness,5.0,Chemical Peel Treatment
32,Male,Dry,Coily,10000,Hair Fall,4.0,Advanced Hair Spa
34,Female,Sensitive,Curly,500,Pigmentation,5.0,Hair Spa
20,Female,Dry,Thinning,5000,Acne,4.5,Chemical Peel Treatment
34,Male,Normal,Straight,3000,Frizz,4.5,Keratin Therapy
32,Female,Combination,Straight,5000,Pigmentation,4.5,De-Tan Treatment
25,Female,Combination,Thinning,3000,Acne,3.5,Chemical Peel Treatment
52,Female,Sensitive,Coily,500,Dandruff,4.0,Hair Spa
39,Male,Oily,Thinning,1000,Frizz,4.5,Deep Cleansing Facial
39,Non-binary,Sensitive,Straight,1000,Aging,3.0,Anti-Aging Facial
19,Female,Normal,Coily,1500,Dullness,4.0,Keratin Therapy
27,Male,Normal,Wavy,1000,Dullness,4.0,Vitamin C Glow Facial
50,Male,Dry,Thinning,5000,Acne,3.0,Chemical Peel Treatment
46,Female,Combination,Straight,2000,Hair Fall,4.0,Advanced Hair Spa
42,Female,Combination,Straight,500,Aging,3.0,Anti-Aging Facial
23,Female,Normal,Wavy,1000,Acne,5.0,Deep Cleansing Facial
50,Non-binary,Normal,Coily,3000,Pigmentation,3.0,Keratin Therapy
39,Male,Normal,Coily,500,Dandruff,4.5,Hair Spa
49,Female,Dry,Straight,1500,Dandruff,5.0,Anti-Dandruff Spa
21,Male,Combination,Straight,1000,Hair Fall,4.5,Scalp Treatment
43,Female,Dry,Thinning,3000,Hair Fall,3.5,Advanced Hair Spa
42,Female,Oily,Thinning,2000,Dullness,4.5,Chemical Peel Treatment
60,Female,Oily,Straight,2000,Hair Fall,3.5,Chemical Peel Treatment
59,Male,Normal,Coily,5000,Frizz,3.5,Keratin Therapy
58,Male,Dry,Straight,1000,Aging,3.5,Anti-Aging Facial
44,Male,Sensitive,Curly,10000,Dandruff,4.0,Keratin Therapy
39,Female,Oily,Curly,3000,Hair Fall,5.0,Chemical Peel Treatment
55,Female,Sensitive,Wavy,10000,Acne,5.0,Chemical Peel Treatment
40,Female,Combination,Curly,1000,Dandruff,3.0,Hair Spa
55,Male,Combination,Thinning,5000,Hair Fall,4.5,Advanced Hair Spa
25,Female,Oily,Coily,3000,Dandruff,4.5,Chemical Peel Treatment
46,Female,Combination,Coily,1500,Dandruff,3.5,Keratin Therapy
47,Female,Sensitive,Thinning,1000,Hair Fall,5.0,Scalp Treatment
61,Female,Dry,Thinning,500,Pigmentation,5.0,Scalp Treatment
61,Female,Combination,Coily,500,Dullness,4.5,Hair Spa
55,Male,Dry,Coily,500,Aging,5.0,Anti-Aging Facial
44,Male,Sensitive,Straight,3000,Dullness,4.5,Vitamin C Glow Facial
47,Female,Combination,Coily,500,Dullness,3.5,Hair Spa
44,Female,Dry,Coily,2000,Pigmentation,3.5,Keratin Therapy
46,Female,Oily,Straight,2000,Dullness,3.5,Chemical Peel Treatment
25,Female,Normal,Coily,1000,Aging,3.0,Anti-Aging Facial
59,Male,Combination,Wavy,1000,Aging,3.5,Anti-Aging Facial
33,Female,Dry,Wavy,3000,Pigmentation,3.5,Hydrating Facial
42,Female,Sensitive,Straight,10000,Dullness,4.5,Vitamin C Glow Facial
34,Male,Oily,Coily,3000,Hair Fall,3.5,Chemical Peel Treatment
46,Female,Sensitive,Curly,10000,Aging,5.0,Gold Glow Therapy
26,Female,Dry,Coily,5000,Dullness,3.0,Gold Glow Therapy
34,Female,Normal,Curly,1500,Pigmentation,4.5,Keratin Therapy
39,Female,Oily,Thinning,5000,Dullness,5.0,Chemical Peel Treatment
34,Female,Combination,Curly,1000,Pigmentation,3.0,Hair Spa
46,Female,Combination,Wavy,1500,Hair Fall,3.0,Scalp Treatment
45,Female,Sensitive,Thinning,2000,Acne,3.5,Vitamin C Glow Facial
55,Non-binary,Dry,Straight,1000,Acne,4.5,Scalp Treatment
57,Non-binary,Combination,Thinning,2000,Dandruff,3.5,Advanced Hair Spa
54,Female,Normal,Coily,3000,Pigmentation,4.5,Keratin Therapy
51,Female,Oily,Curly,10000,Aging,4.0,Chemical Peel Treatment
44,Female,Oily,Coily,5000,Pigmentation,4.5,Chemical Peel Treatment
25,Female,Dry,Wavy,10000,Aging,5.0,Gold Glow Therapy
18,Female,Oily,Curly,500,Frizz,3.0,Deep Cleansing Facial
